Order ID,Order Date,ProductID,Quantity Ordered,customer_id,time_id,Year,Month,Day,Weekday,Quarter
189144,2019-04-01 09:43:00,5,1,68,72,2019,4,1,Monday,2
182639,2019-04-01 09:43:00,46,1,52,73,2019,4,1,Monday,2
189504,2019-04-01 09:46:00,57,1,54,74,2019,4,1,Monday,2
179454,2019-04-01 09:48:00,80,1,29,75,2019,4,1,Monday,2
185223,2019-04-01 09:52:00,34,1,8,76,2019,4,1,Monday,2
185279,2019-04-01 09:52:00,96,1,25,77,2019,4,1,Monday,2
187068,2019-04-01 09:56:00,61,1,80,78,2019,4,1,Monday,2
181734,2019-04-01 09:56:00,30,1,19,79,2019,4,1,Monday,2
185601,2019-04-01 09:58:00,65,1,98,80,2019,4,1,Monday,2
185606,2019-04-01 09:59:00,94,1,88,81,2019,4,1,Monday,2
189474,2019-04-01 10:00:00,71,1,15,82,2019,4,1,Monday,2
186785,2019-04-01 10:00:00,45,1,78,83,2019,4,1,Monday,2
189314,2019-04-01 10:02:00,4,1,83,84,2019,4,1,Monday,2
188230,2019-04-01 10:05:00,35,1,54,85,2019,4,1,Monday,2
190973,2019-04-01 10:08:00,12,1,72,86,2019,4,1,Monday,2
178217,2019-04-01 10:09:00,93,5,3,87,2019,4,1,Monday,2
189489,2019-04-01 10:12:00,43,1,52,88,2019,4,1,Monday,2
177868,2019-04-01 10:17:00,42,1,4,89,2019,4,1,Monday,2
248155,2019-04-01 10:17:00,24,1,69,90,2019,4,1,Monday,2
248156,2019-04-01 10:17:00,15,1,7,91,2019,4,1,Monday,2
185041,2019-04-01 10:18:00,31,1,26,92,2019,4,1,Monday,2
188618,2019-04-01 10:18:00,47,1,7,93,2019,4,1,Monday,2
177554,2019-04-01 10:21:00,17,1,20,94,2019,4,1,Monday,2
180356,2019-04-01 10:22:00,96,1,67,95,2019,4,1,Monday,2
190846,2019-04-01 10:23:00,65,1,81,96,2019,4,1,Monday,2
189674,2019-04-01 10:23:00,87,2,72,97,2019,4,1,Monday,2
177316,2019-04-01 10:25:00,33,1,63,98,2019,4,1,Monday,2
193252,2019-04-01 10:26:00,18,1,24,99,2019,4,1,Monday,2
187689,2019-04-01 10:27:00,43,1,13,100,2019,4,1,Monday,2
248157,2019-04-01 10:31:00,34,1,100,101,2019,4,1,Monday,2
248158,2019-04-01 10:31:00,63,1,51,102,2019,4,1,Monday,2
184559,2019-04-01 10:34:00,25,1,98,103,2019,4,1,Monday,2
184275,2019-04-01 10:34:00,27,1,88,104,2019,4,1,Monday,2
183505,2019-04-01 10:35:00,31,1,49,105,2019,4,1,Monday,2
248159,2019-04-01 10:36:00,25,1,25,106,2019,4,1,Monday,2
193619,2019-04-01 10:36:00,37,1,6,107,2019,4,1,Monday,2
188522,2019-04-01 10:36:00,24,1,15,108,2019,4,1,Monday,2
248160,2019-04-01 10:36:00,25,1,48,109,2019,4,1,Monday,2
181183,2019-04-01 10:39:00,90,2,59,110,2019,4,1,Monday,2
183899,2019-04-01 10:40:00,100,1,33,111,2019,4,1,Monday,2
186439,2019-04-01 10:41:00,87,1,7,112,2019,4,1,Monday,2
181718,2019-04-01 10:42:00,75,1,42,113,2019,4,1,Monday,2
189887,2019-04-01 10:43:00,99,2,49,114,2019,4,1,Monday,2
185962,2019-04-01 10:48:00,12,1,91,115,2019,4,1,Monday,2
182408,2019-04-01 10:48:00,63,1,93,116,2019,4,1,Monday,2
180517,2019-04-01 10:48:00,84,1,33,117,2019,4,1,Monday,2
188365,2019-04-01 10:51:00,94,1,1,118,2019,4,1,Monday,2
188515,2019-04-01 10:51:00,3,1,61,119,2019,4,1,Monday,2
177881,2019-04-01 10:52:00,98,1,92,120,2019,4,1,Monday,2
176722,2019-04-01 10:57:00,63,1,37,121,2019,4,1,Monday,2
193989,2019-04-01 10:57:00,19,2,78,122,2019,4,1,Monday,2
191809,2019-04-01 10:57:00,96,1,61,123,2019,4,1,Monday,2
177513,2019-04-01 11:00:00,46,1,41,124,2019,4,1,Monday,2
186696,2019-04-01 11:01:00,84,1,53,125,2019,4,1,Monday,2
186047,2019-04-01 11:04:00,30,2,16,126,2019,4,1,Monday,2
189776,2019-04-01 11:04:00,73,1,33,127,2019,4,1,Monday,2
180818,2019-04-01 11:05:00,42,1,13,128,2019,4,1,Monday,2
179717,2019-04-01 11:09:00,37,1,6,129,2019,4,1,Monday,2
189210,2019-04-01 11:11:00,57,1,55,130,2019,4,1,Monday,2
191691,2019-04-01 11:17:00,92,1,95,131,2019,4,1,Monday,2
177611,2019-04-01 11:19:00,71,1,11,132,2019,4,1,Monday,2
178104,2019-04-01 11:20:00,92,1,52,133,2019,4,1,Monday,2
189793,2019-04-01 11:20:00,19,1,67,134,2019,4,1,Monday,2
186159,2019-04-01 11:21:00,84,1,42,135,2019,4,1,Monday,2
182801,2019-04-01 11:21:00,4,1,56,136,2019,4,1,Monday,2
182520,2019-04-01 11:24:00,37,2,7,137,2019,4,1,Monday,2
181965,2019-04-01 11:25:00,12,2,65,138,2019,4,1,Monday,2
191161,2019-04-01 11:26:00,24,3,52,139,2019,4,1,Monday,2
185581,2019-04-01 11:28:00,28,1,8,140,2019,4,1,Monday,2
178175,2019-04-01 11:28:00,28,1,90,141,2019,4,1,Monday,2
181903,2019-04-01 11:28:00,52,2,4,142,2019,4,1,Monday,2
176981,2019-04-01 11:29:00,21,1,58,143,2019,4,1,Monday,2
192349,2019-04-01 11:29:00,45,1,92,144,2019,4,1,Monday,2
193698,2019-04-01 11:30:00,84,1,71,145,2019,4,1,Monday,2
190434,2019-04-01 11:30:00,88,1,35,146,2019,4,1,Monday,2
193611,2019-04-01 11:30:00,100,1,56,147,2019,4,1,Monday,2
190624,2019-04-01 11:36:00,95,1,9,148,2019,4,1,Monday,2
177176,2019-04-01 11:36:00,42,1,72,149,2019,4,1,Monday,2
193679,2019-04-01 11:37:00,37,1,42,150,2019,4,1,Monday,2
190878,2019-04-01 11:38:00,62,1,56,151,2019,4,1,Monday,2
181423,2019-04-01 11:42:00,36,1,33,152,2019,4,1,Monday,2
181915,2019-04-01 11:42:00,64,1,80,153,2019,4,1,Monday,2
182214,2019-04-01 11:43:00,55,1,36,154,2019,4,1,Monday,2
193641,2019-04-01 11:46:00,89,1,39,155,2019,4,1,Monday,2
248161,2019-04-01 11:49:00,59,1,98,156,2019,4,1,Monday,2
248162,2019-04-01 11:49:00,83,1,58,157,2019,4,1,Monday,2
193201,2019-04-01 11:50:00,90,1,38,158,2019,4,1,Monday,2
176677,2019-04-01 11:50:00,64,1,44,159,2019,4,1,Monday,2
189487,2019-04-01 11:50:00,53,1,33,160,2019,4,1,Monday,2
187787,2019-04-01 11:52:00,54,1,13,161,2019,4,1,Monday,2
182939,2019-04-01 11:53:00,17,1,20,162,2019,4,1,Monday,2
191865,2019-04-01 11:58:00,100,1,86,163,2019,4,1,Monday,2
181761,2019-04-01 11:58:00,46,2,57,164,2019,4,1,Monday,2
180015,2019-04-01 11:59:00,76,1,63,165,2019,4,1,Monday,2
30308,2019-04-01 12:00:00,101,1,61,166,2019,4,1,Monday,2
183225,2019-04-01 12:02:00,10,1,12,167,2019,4,1,Monday,2
181666,2019-04-01 12:05:00,76,1,18,168,2019,4,1,Monday,2
191850,2019-04-01 12:06:00,83,1,88,169,2019,4,1,Monday,2
188166,2019-04-01 12:06:00,54,1,62,170,2019,4,1,Monday,2
179762,2019-04-01 12:12:00,68,1,82,171,2019,4,1,Monday,2
193015,2019-04-01 12:13:00,68,1,29,172,2019,4,1,Monday,2
179337,2019-04-01 12:15:00,101,1,77,173,2019,4,1,Monday,2
191245,2019-04-01 12:18:00,22,1,15,174,2019,4,1,Monday,2
184190,2019-04-01 12:21:00,19,1,96,175,2019,4,1,Monday,2
190874,2019-04-01 12:21:00,74,2,70,176,2019,4,1,Monday,2
181491,2019-04-01 12:23:00,41,1,56,177,2019,4,1,Monday,2
190187,2019-04-01 12:24:00,87,1,33,178,2019,4,1,Monday,2
179582,2019-04-01 12:24:00,12,1,62,179,2019,4,1,Monday,2
181824,2019-04-01 12:30:00,41,1,80,180,2019,4,1,Monday,2
184718,2019-04-01 12:30:00,45,3,54,181,2019,4,1,Monday,2
180171,2019-04-01 12:31:00,9,1,95,182,2019,4,1,Monday,2
183110,2019-04-01 12:31:00,33,1,65,183,2019,4,1,Monday,2
248163,2019-04-01 12:32:00,70,1,80,184,2019,4,1,Monday,2
248164,2019-04-01 12:32:00,95,1,53,185,2019,4,1,Monday,2
193409,2019-04-01 12:32:00,12,1,11,186,2019,4,1,Monday,2
193991,2019-04-01 12:33:00,38,1,42,187,2019,4,1,Monday,2
191385,2019-04-01 12:34:00,78,1,91,188,2019,4,1,Monday,2
190362,2019-04-01 12:35:00,92,1,80,189,2019,4,1,Monday,2
180621,2019-04-01 12:37:00,88,1,99,190,2019,4,1,Monday,2
177937,2019-04-01 12:39:00,1,1,81,191,2019,4,1,Monday,2
184701,2019-04-01 12:42:00,64,2,45,192,2019,4,1,Monday,2
187745,2019-04-01 12:42:00,89,1,90,193,2019,4,1,Monday,2
192957,2019-04-01 12:45:00,23,1,51,194,2019,4,1,Monday,2
185859,2019-04-01 12:45:00,34,1,18,195,2019,4,1,Monday,2
182101,2019-04-01 12:45:00,58,1,37,196,2019,4,1,Monday,2
185530,2019-04-01 12:47:00,67,1,4,197,2019,4,1,Monday,2
189686,2019-04-01 12:50:00,11,1,42,198,2019,4,1,Monday,2
180192,2019-04-01 12:55:00,46,1,69,199,2019,4,1,Monday,2
179192,2019-04-01 12:57:00,64,3,65,200,2019,4,1,Monday,2
176887,2019-04-01 12:59:00,93,1,26,201,2019,4,1,Monday,2
184381,2019-04-01 13:01:00,64,1,26,202,2019,4,1,Monday,2
191618,2019-04-01 13:01:00,49,1,78,203,2019,4,1,Monday,2
248165,2019-04-01 13:02:00,29,1,18,204,2019,4,1,Monday,2
248166,2019-04-01 13:02:00,90,1,51,205,2019,4,1,Monday,2
248167,2019-04-01 13:03:00,40,1,99,206,2019,4,1,Monday,2
248168,2019-04-01 13:03:00,53,1,81,207,2019,4,1,Monday,2
180862,2019-04-01 13:06:00,15,1,54,208,2019,4,1,Monday,2
191146,2019-04-01 13:10:00,80,1,4,209,2019,4,1,Monday,2
188241,2019-04-01 13:10:00,42,3,28,210,2019,4,1,Monday,2
182404,2019-04-01 13:10:00,54,1,40,211,2019,4,1,Monday,2
190939,2019-04-01 13:11:00,84,1,35,212,2019,4,1,Monday,2
177072,2019-04-01 13:11:00,87,1,9,213,2019,4,1,Monday,2
178384,2019-04-01 13:12:00,26,2,84,214,2019,4,1,Monday,2
191020,2019-04-01 13:13:00,10,1,69,215,2019,4,1,Monday,2
248169,2019-04-01 13:13:00,19,1,98,216,2019,4,1,Monday,2
248170,2019-04-01 13:13:00,40,1,5,217,2019,4,1,Monday,2
248171,2019-04-01 13:13:00,55,1,91,218,2019,4,1,Monday,2
181017,2019-04-01 13:14:00,53,1,67,219,2019,4,1,Monday,2
181304,2019-04-01 13:14:00,34,1,15,220,2019,4,1,Monday,2
183748,2019-04-01 13:16:00,58,2,33,221,2019,4,1,Monday,2
182967,2019-04-01 13:18:00,72,1,87,222,2019,4,1,Monday,2
193541,2019-04-01 13:19:00,51,2,11,223,2019,4,1,Monday,2
192070,2019-04-01 13:19:00,70,1,39,224,2019,4,1,Monday,2
182875,2019-04-01 13:22:00,8,1,30,225,2019,4,1,Monday,2
181731,2019-04-01 13:22:00,11,1,38,226,2019,4,1,Monday,2
183521,2019-04-01 13:22:00,88,1,13,227,2019,4,1,Monday,2
182124,2019-04-01 13:24:00,82,1,35,228,2019,4,1,Monday,2
194002,2019-04-01 13:26:00,95,1,97,229,2019,4,1,Monday,2
177235,2019-04-01 13:27:00,14,2,69,230,2019,4,1,Monday,2
189685,2019-04-01 13:28:00,71,1,66,231,2019,4,1,Monday,2
187028,2019-04-01 13:31:00,28,2,36,232,2019,4,1,Monday,2
192161,2019-04-01 13:32:00,90,1,8,233,2019,4,1,Monday,2
183699,2019-04-01 13:33:00,72,1,95,234,2019,4,1,Monday,2
190830,2019-04-01 13:35:00,24,1,79,235,2019,4,1,Monday,2
189979,2019-04-01 13:35:00,48,1,87,236,2019,4,1,Monday,2
177516,2019-04-01 13:35:00,21,1,31,237,2019,4,1,Monday,2
190162,2019-04-01 13:37:00,62,1,56,238,2019,4,1,Monday,2
184560,2019-04-01 13:38:00,11,1,38,239,2019,4,1,Monday,2
178621,2019-04-01 13:43:00,68,1,87,240,2019,4,1,Monday,2
183820,2019-04-01 13:44:00,64,1,56,241,2019,4,1,Monday,2
183384,2019-04-01 13:45:00,88,1,83,242,2019,4,1,Monday,2
187148,2019-04-01 13:47:00,14,2,12,243,2019,4,1,Monday,2
184303,2019-04-01 13:47:00,43,1,75,244,2019,4,1,Monday,2
190157,2019-04-01 13:48:00,30,1,15,245,2019,4,1,Monday,2
179714,2019-04-01 13:48:00,91,1,93,246,2019,4,1,Monday,2
193633,2019-04-01 13:51:00,41,1,95,247,2019,4,1,Monday,2
180843,2019-04-01 13:51:00,60,3,57,248,2019,4,1,Monday,2
192708,2019-04-01 13:51:00,69,1,97,249,2019,4,1,Monday,2
192532,2019-04-01 13:54:00,16,1,77,250,2019,4,1,Monday,2
192575,2019-04-01 13:57:00,94,1,56,251,2019,4,1,Monday,2
184048,2019-04-01 13:59:00,31,1,33,252,2019,4,1,Monday,2
181447,2019-04-01 14:00:00,77,1,82,253,2019,4,1,Monday,2
178642,2019-04-01 14:02:00,42,1,70,254,2019,4,1,Monday,2
180949,2019-04-01 14:04:00,85,1,81,255,2019,4,1,Monday,2
181396,2019-04-01 14:05:00,80,1,68,256,2019,4,1,Monday,2
193227,2019-04-01 14:05:00,45,1,81,257,2019,4,1,Monday,2
189677,2019-04-01 14:06:00,27,1,48,258,2019,4,1,Monday,2
179406,2019-04-01 14:06:00,36,1,40,259,2019,4,1,Monday,2
248172,2019-04-01 14:07:00,21,1,59,260,2019,4,1,Monday,2
248173,2019-04-01 14:07:00,97,1,2,261,2019,4,1,Monday,2
182121,2019-04-01 14:07:00,41,1,32,262,2019,4,1,Monday,2
188539,2019-04-01 14:08:00,56,1,52,263,2019,4,1,Monday,2
188768,2019-04-01 14:09:00,40,1,32,264,2019,4,1,Monday,2
179926,2019-04-01 14:10:00,99,1,57,265,2019,4,1,Monday,2
187297,2019-04-01 14:15:00,60,1,26,266,2019,4,1,Monday,2
188797,2019-04-01 14:17:00,51,1,76,267,2019,4,1,Monday,2
191558,2019-04-01 14:19:00,88,1,9,268,2019,4,1,Monday,2
185157,2019-04-01 14:21:00,13,1,38,269,2019,4,1,Monday,2
178863,2019-04-01 14:21:00,37,1,18,270,2019,4,1,Monday,2
187443,2019-04-01 14:25:00,53,1,17,271,2019,4,1,Monday,2
184027,2019-04-01 14:28:00,99,1,36,272,2019,4,1,Monday,2
185656,2019-04-01 14:29:00,39,1,61,273,2019,4,1,Monday,2
184482,2019-04-01 14:35:00,56,1,13,274,2019,4,1,Monday,2
185353,2019-04-01 14:36:00,83,2,2,275,2019,4,1,Monday,2
179206,2019-04-01 14:39:00,88,1,84,276,2019,4,1,Monday,2
193281,2019-04-01 14:49:00,90,1,98,277,2019,4,1,Monday,2
193366,2019-04-01 14:51:00,59,1,62,278,2019,4,1,Monday,2
183101,2019-04-01 14:53:00,55,1,83,279,2019,4,1,Monday,2
190163,2019-04-01 14:53:00,87,1,93,280,2019,4,1,Monday,2
185253,2019-04-01 14:55:00,97,1,45,281,2019,4,1,Monday,2
178239,2019-04-01 14:57:00,76,1,20,282,2019,4,1,Monday,2
192035,2019-04-01 14:57:00,75,1,31,283,2019,4,1,Monday,2
182256,2019-04-01 14:58:00,13,1,100,284,2019,4,1,Monday,2
179585,2019-04-01 14:59:00,89,1,36,285,2019,4,1,Monday,2
179331,2019-04-01 15:08:00,1,1,69,286,2019,4,1,Monday,2
191936,2019-04-01 15:10:00,66,1,52,287,2019,4,1,Monday,2
187826,2019-04-01 15:10:00,58,1,78,288,2019,4,1,Monday,2
191581,2019-04-01 15:11:00,15,1,61,289,2019,4,1,Monday,2
180023,2019-04-01 15:16:00,61,3,72,290,2019,4,1,Monday,2
192413,2019-04-01 15:18:00,93,1,48,291,2019,4,1,Monday,2
180287,2019-04-01 15:21:00,97,1,23,292,2019,4,1,Monday,2
185468,2019-04-01 15:22:00,94,1,40,293,2019,4,1,Monday,2
188424,2019-04-01 15:23:00,96,3,57,294,2019,4,1,Monday,2
184481,2019-04-01 15:27:00,12,2,74,295,2019,4,1,Monday,2
187186,2019-04-01 15:29:00,4,1,94,296,2019,4,1,Monday,2
190715,2019-04-01 15:29:00,46,1,80,297,2019,4,1,Monday,2
190107,2019-04-01 15:33:00,94,1,41,298,2019,4,1,Monday,2
190118,2019-04-01 15:33:00,88,1,19,299,2019,4,1,Monday,2
184967,2019-04-01 15:34:00,49,1,97,300,2019,4,1,Monday,2
190946,2019-04-01 15:38:00,73,1,61,301,2019,4,1,Monday,2
183864,2019-04-01 15:39:00,67,1,95,302,2019,4,1,Monday,2
193289,2019-04-01 15:50:00,95,1,38,303,2019,4,1,Monday,2
248174,2019-04-01 15:50:00,9,1,13,304,2019,4,1,Monday,2
248175,2019-04-01 15:50:00,65,1,8,305,2019,4,1,Monday,2
176914,2019-04-01 15:54:00,1,1,40,306,2019,4,1,Monday,2
248176,2019-04-01 15:55:00,15,2,23,307,2019,4,1,Monday,2
248177,2019-04-01 15:55:00,73,2,82,308,2019,4,1,Monday,2
189955,2019-04-01 15:55:00,98,1,28,309,2019,4,1,Monday,2
186931,2019-04-01 15:59:00,54,2,57,310,2019,4,1,Monday,2
177073,2019-04-01 15:59:00,2,3,10,311,2019,4,1,Monday,2
179029,2019-04-01 16:01:00,67,1,51,312,2019,4,1,Monday,2
181642,2019-04-01 16:02:00,7,4,20,313,2019,4,1,Monday,2
189668,2019-04-01 16:03:00,52,1,20,314,2019,4,1,Monday,2
191236,2019-04-01 16:03:00,69,1,35,315,2019,4,1,Monday,2
182641,2019-04-01 16:05:00,44,1,3,316,2019,4,1,Monday,2
188594,2019-04-01 16:05:00,10,1,48,317,2019,4,1,Monday,2
178126,2019-04-01 16:09:00,55,1,83,318,2019,4,1,Monday,2
182814,2019-04-01 16:09:00,10,1,21,319,2019,4,1,Monday,2
191445,2019-04-01 16:11:00,97,1,14,320,2019,4,1,Monday,2
182644,2019-04-01 16:13:00,29,1,42,321,2019,4,1,Monday,2
179748,2019-04-01 16:14:00,68,1,1,322,2019,4,1,Monday,2
177671,2019-04-01 16:14:00,22,1,9,323,2019,4,1,Monday,2
193206,2019-04-01 16:14:00,81,1,20,324,2019,4,1,Monday,2
187572,2019-04-01 16:15:00,31,1,98,325,2019,4,1,Monday,2
181133,2019-04-01 16:16:00,51,1,1,326,2019,4,1,Monday,2
188468,2019-04-01 16:17:00,31,1,43,327,2019,4,1,Monday,2
186974,2019-04-01 16:23:00,2,1,59,328,2019,4,1,Monday,2
248178,2019-04-01 16:29:00,27,2,12,329,2019,4,1,Monday,2
248179,2019-04-01 16:29:00,54,1,60,330,2019,4,1,Monday,2
181215,2019-04-01 16:32:00,96,1,22,331,2019,4,1,Monday,2
190361,2019-04-01 16:35:00,62,1,80,332,2019,4,1,Monday,2
183789,2019-04-01 16:35:00,47,1,98,333,2019,4,1,Monday,2
193260,2019-04-01 16:37:00,19,1,22,334,2019,4,1,Monday,2
192565,2019-04-01 16:37:00,97,1,68,335,2019,4,1,Monday,2
179899,2019-04-01 16:40:00,18,1,6,336,2019,4,1,Monday,2
188674,2019-04-01 16:41:00,32,1,52,337,2019,4,1,Monday,2
185769,2019-04-01 16:47:00,36,2,49,338,2019,4,1,Monday,2
184452,2019-04-01 16:48:00,99,1,8,339,2019,4,1,Monday,2
190282,2019-04-01 16:48:00,15,1,100,340,2019,4,1,Monday,2
248180,2019-04-01 16:49:00,48,1,64,341,2019,4,1,Monday,2
193699,2019-04-01 16:49:00,19,1,87,342,2019,4,1,Monday,2
248181,2019-04-01 16:49:00,101,1,56,343,2019,4,1,Monday,2
188473,2019-04-01 16:52:00,65,1,87,344,2019,4,1,Monday,2
180105,2019-04-01 17:02:00,50,1,44,345,2019,4,1,Monday,2
185121,2019-04-01 17:02:00,42,1,99,346,2019,4,1,Monday,2
248182,2019-04-01 17:07:00,66,1,8,347,2019,4,1,Monday,2
248183,2019-04-01 17:07:00,23,1,63,348,2019,4,1,Monday,2
186264,2019-04-01 17:08:00,44,1,84,349,2019,4,1,Monday,2
177106,2019-04-01 17:10:00,49,1,25,350,2019,4,1,Monday,2
188854,2019-04-01 17:11:00,33,1,97,351,2019,4,1,Monday,2
185031,2019-04-01 17:14:00,6,1,62,352,2019,4,1,Monday,2
184639,2019-04-01 17:15:00,10,1,97,353,2019,4,1,Monday,2
192602,2019-04-01 17:18:00,1,1,11,354,2019,4,1,Monday,2
179579,2019-04-01 17:18:00,100,1,95,355,2019,4,1,Monday,2
185500,2019-04-01 17:22:00,14,1,72,356,2019,4,1,Monday,2
187224,2019-04-01 17:24:00,38,1,31,357,2019,4,1,Monday,2
186322,2019-04-01 17:27:00,19,1,28,358,2019,4,1,Monday,2
190760,2019-04-01 17:29:00,97,1,24,359,2019,4,1,Monday,2
184403,2019-04-01 17:29:00,70,1,58,360,2019,4,1,Monday,2
179305,2019-04-01 17:29:00,35,2,63,361,2019,4,1,Monday,2
179110,2019-04-01 17:30:00,69,1,70,362,2019,4,1,Monday,2
179504,2019-04-01 17:31:00,86,1,23,363,2019,4,1,Monday,2
184882,2019-04-01 17:32:00,79,1,59,364,2019,4,1,Monday,2
180385,2019-04-01 17:32:00,32,1,51,365,2019,4,1,Monday,2
187506,2019-04-01 17:33:00,23,2,84,366,2019,4,1,Monday,2
192633,2019-04-01 17:34:00,41,1,75,367,2019,4,1,Monday,2
185303,2019-04-01 17:34:00,77,1,12,368,2019,4,1,Monday,2
177658,2019-04-01 17:35:00,80,1,73,369,2019,4,1,Monday,2
185677,2019-04-01 17:37:00,48,1,61,370,2019,4,1,Monday,2
182292,2019-04-01 17:41:00,98,2,72,371,2019,4,1,Monday,2
187641,2019-04-01 17:42:00,66,1,2,372,2019,4,1,Monday,2
191050,2019-04-01 17:43:00,43,1,71,373,2019,4,1,Monday,2
181360,2019-04-01 17:43:00,32,1,68,374,2019,4,1,Monday,2
180088,2019-04-01 17:45:00,2,1,64,375,2019,4,1,Monday,2
